Artist,Song Title,Lyrics
Yabesh Thapa,Laakhau Hajarau,"5 ContributorsLaakhau Hajarau Lyrics[Verse 1]
लाखौं हजारौं मध्ये तिम्रो मुस्कानले
किन हो मलाई पागल बनाउँछ?
लाखौं प्रयास गर्दा पनि
किन हो मलाई तिम्रै यादले सताउछ?

[Pre-Chorus]
माया के हो भनेर
तिम्रै वरिपरि रहँदा यो मनले थाहा पाउँछ
आज भोलि, सुन्दा तिम्रो बोली
यो मुटु असाध्यै रमाउँछ

[Chorus]
घामलाई हेरी बस्छु, बादलमा नी तिमी देख्छु
तिमी बिना कसरी बिताउने होला जिन्दगी?
ढाटेको केही छैन, तिम्रो लागि मेरो माया—
कति रैछ हेरिदेउन, यो सानो मुटुमा
चन्द्रमा र तारागण सामु, सारा संसार सामु
देखाइदिन्छु कति माया गर्छु तिमीलाई
भन्नेले भन्नेछन्, माया, मात्र तिमी पाए बालै छैन अरू कोहीको

[Verse 2]
सातौं जुनी भरि तिम्रै मुहार हेरी
तिम्रै हात समाई जीवन बिताउला
भनन मात्र तिमी, माया
सारा संसार तिम्रै हातमा थमाइदिउला
You might also like[Pre-Chorus]
बादलहरु हेरी, तिम्रै गीत कोरी
आँखाहरू बन्द गरी मुस्कुराउँछु म
हिजो आज, सुन्दा त्यो आवाज
यो मुटु असाध्यै रमाउँछ

[Chorus]
घामलाई हेरी बस्छु, बादलमा नी तिमी देख्छु
तिमी बिना कसरी बिताउने होला जिन्दगी?
ढाटेको केही छैन, तिम्रो लागि मेरो माया—
कति रैछ हेरिदेउन, यो सानो मुटुमा
चन्द्रमा र तारागण सामु, सारा संसार सामु
देखाइदिन्छु कति माया गर्छु तिमीलाई
भन्नेले भन्नेछन्, माया, मात्र तिमी पाए बालै छैन अरू कोहीको

[Outro]
लाखौं हजारौं मध्ये तिम्रै मुस्कानले
किन हो मलाई पागल बनाउँछ?2Embed"
Yabesh Thapa,Firfirey,"5 ContributorsFirfirey Lyrics[Verse 1]
यो हावालाई सोधी हेर न
यो आकाशलाई पनि
थाहा छ दिन वितिगो माया
तर रात छदै छ नि
सपनीमा आईरहनु है माया
सताई रहनु मलाई
चन्द्रमा झैँ चकीलो मुहार माया
त्यो सानो कालो टीका लगाई

[Pre-Chorus]
तिम्रो अंगालोको न्यानो स्पर्श कसरी बयान गरुँ
मनमा उथुल पुथुल भएका भावना कहाँ छरुँ
मन चाहन्छ तिम्रै आकृति सधैं हेरी रहन पाउँ
छोडी संसारका रिती तिम्रै अंगालोमा आउँ

[Chorus]
फिरफिरे घुमाउँला सान्नानी तिम्रै यादमा
जूनतारा पनि खसाईदिउँला तिम्रै नाममा

[Verse 2]
थाहा छ तिम्रा आँखाहरू मा
जुन-तारा सबै छ नि
याद गरिरहनु है माया मलाई
म भए या नभएनी
You might also like[Pre-Chorus]
चाहे आकाशलाई सोध, चाहे बादललाई पनि
यो चम्की रहने तारा, चन्द्रमा नि साक्षी छ नि
तिम्रो प्रेमको संगीतमा यो गीत गाईरछु
मन भरी तिम्रै यादले फिरफिरे घुमाइराछु

[Chorus]
फिरफिरे घुमाउँला सान्नानी तिम्रै यादमा
जूनतारा पनि खसाईदिउँला तिम्रै नाममा

[Verse 3]
मायाको दियो झैँ ननिभाउनु
मलाई बली रहन देऊ
धेरै नि माग्दिन माया
बस्न देऊ तिम्रै छेउ

[Outro]
फिरफिरे घुमाउँला सान्नानी तिम्रै यादमा
मन भित्र खोजी हेर, सधैं छु तिम्रै साथमाEmbed"
Yabesh Thapa,"Mero Priye,","3 ContributorsMero Priye, Lyrics[Intro]
मेरो प्रिय, 
मेरो सबैथोक 
मेरो हासो 
ओखती र रोग 
मेरो रुवाई, 
उत्तेजना र शोक 
मेरो नर्ग र  
मेरो स्वर्गलोक 

[Verse]
मलाई याद आउँछ  ति दिन 
पर्खी बसन एकैछिन 
र नछोड समातिराखेको हात 
टुङ्गाउन तिम्रो बात 
भन मलाई बिछोडको वेदना 
यो लत्रिएको भावना 
यो मुटु सम्हालेर राख्नु 
कति गाह्रो हो 

तिम्रो उदासिपनको प्रेरणा को 
दोषी मै हो हैन र? 
मलाई थाहाछ नसम्झाउन 
म सिद्ध छैन 
होला तिम्रो 
ठूला ठूला सोच विचार 
छाडी जाने संसार 
जहाँ जुन रमाउँछ 
अस्ताउँदा घाम 
You might also likeतर मेरो त संसार तिमी हौ 
भन म भागी कहाँ जाउ
जब तिमी नै हौ मेरो पूर्णविराम 

[Outro]
मेरो प्रिय, 
मेरो सबै चिज 
मेरो गर्व, 
मेरो चोखो आरिस 
मेरो शर्म, 
मेरो अमृत र विष
मेरो सपना को दौतरी 
मलाई याद आयो ति दिन
पर्खी बसेनौ एकैछिन 
र छोडिगयौ समातेको हात
टुंग्याइने तिम्रो बात1Embed"
Yabesh Thapa,Phulbaari,"3 ContributorsPhulbaari Lyrics[Verse 1]
हेरन के भयो
मलाई थाहा छैन
तिमीलाई देखेपछि यो मुटु
थामिदै थामिएन
जुन तारा सामु पनि तिम्रो
वर्णन गर्दा सकिएन
तिमी नजिक आउँदा मेरो
ओठबाट त्यो मुस्कान पनि टाढिएन
हिजो को कुरा
हिजो मै रहन देऊ
भुली देऊ न ती दिनहरू

[Verse 2]
त्यो ओठमा
मुस्कान सजाइरख्नु
है सधैं मायालु
तिम्रो सानो
प्रितको फूलबारीको
गुलाब बन्न
देऊ न मलाई
मेरो सारा
जीवन
बिताउनचाहन्छु
तिम्रो हात समाईYou might also likeEmbed"
Yabesh Thapa,Kaamanaa,"2 ContributorsKaamanaa Lyrics[Intro]
अल्झाएर
नराख है त्यो मुटुलाई
जान देऊ
मलाई

[Bridge]
यो फिक्का आकाशमा
उड्न दिनु है मलाई
बादल गर्जिए भने
नबोलाउनु है

[Verse 1]
यो तीतो भावना
कहाँ ओकालौ नी है
यो पच्छ्याई रहने यादबाट
कहाँ भागौं नी खै
माया खोजिरहे
यो पापी संसार बाट
कति रुवाउँछौ माया
अब चाहिँ नढाट
भनन मलाई
हामी दुई बीचको
सबै माया नै त थियो नी
हैन र ?
बुझाइदेउन मलाई
सम्हालन मलाई
विलाउँदैछु आज
अँगाली राख न मलाई
You might also like[Verse 2]
हेरी बसे तिमलाई उसकै
अँगालो मा बाँधिएको
टाढै बाट टोलाई रहे
त्यो मुहार चन्द्रमा जस्तो
बोलाउन त मन्थ्यो
तर आँट नै आएन
बसिरहन खोजे
तर मन ले चाहेन
संसार का सारा खुसी
तिम्रै नाम होस्
यही नै छ मेरो
कामनाEmbed"
Yabesh Thapa,Mayako Katha,"3 ContributorsMayako Katha Lyrics[Intro]
सुनाउँछु तिमीलाई एउटा मायाको कथा
एउटा पात्र रहेछ, उ मायामा परेछ
एकछिनलाई उ म
भन्नाले अब उसको perspective बाट भन्छु म story

[Verse]
पहिलो दिनको भेटमा हाम्रा आँखाहरु बोले
लजालु मेरो स्वभाव, म मनमनै खुशी भए
एकान्तमै मुस्कुराए
दुई-तीन दिनको कुरा यसरी नै चलिरह्यो
हाम्रा आँखाहरु जुधे, तर बोली कसैको फुटेन
दुबैको आटै जुटेन
भाग्यको आशमा म बसिरेहेथे
केहि हुन्छ की भनी म कुरीरहेथे
समयको बाटो म हेरिरहेथे
अति भो भनि, साहस जुटाएर
उनको अगाडि गई, ठिङ्रीग उभिए
म बोले, तर बोल्दा १०० पल्ट अड्के जस्तो लाग्यो
उनी हाँसिन् मेरो मनको सबै डर भाग्यो
मेरो मुटु खुशी भई छाति भित्रै नाँच्यो
उनले हात अगाडी बडाइन्हा हामीले थामि रह्यौ
दिनहरू बित्दै गए, हामी नजिकियौ
दुई भव्य भिन्न आत्मा हामी एक भयौ
हामी दुईको परिभाषा हामीले माया राख्यौ
बर्षौं बितिगयो हाम्रो माया बढिरह्यो
घनघोर सम्बन्ध हाम्रोमा धेरैको आँखा लाग्यो
माया गार्हो भयो
संसार समाजले हाम्रो माया स्वीकारेने
बाधा विग्न आए हाम्रो हात नछुट्ने थियो
तर अन्तमा छुटि गयो
आवेगना दुवै आफ्नो बाटो लाग्यौ
म पछुताइरहें, तर भन्न डराए
म कुरीबसे, रुए, ध्वस्तै भए
७ वर्ष पछि बुद्धि खुल्यो
उसको खोजीमा लागे
You might also like[Bridge]
उनी छैन्न् रे, कतै घर बसाई, अन्त्यै बसेछिन् रे
मेरो पर्खाइमा बर्षौं बसिरहेंथिन रे
तर अहिले अर्कै संग कतै खुशी छिन् रे
उनलाई धेरै खोजिरहे, एकदिन देख्न पाए
आफ्नो परिवार संगै उनलाई खुशी देखे
उनको बहुमुल्य मुस्कान हेरी त्यही बसे
उनलाई टाडैबाट बिदाई गरी बाटो लागे

[Outro]
आँखा भरि आशु ओठमा मुस्कान
बुढापाकाले भन्ने गर्छन्
भाग्यमा नलेखे केही नी हुन्न
चित्त बुझाई बसे
मेरो कथा यहिँ समाप्तEmbed"
Yabesh Thapa,Ae Mutu,"3 ContributorsTranslationsRomanizationAe Mutu Lyrics[Verse 1: Yabesh Thapa]
ए मुटु, सुन्न मेरो कुरा
नखस्किराख् तँ मीठा कुराहरूमा
नआत्ती धेरै, नफुर्कीहाल्
संसार तेरो होइन, बुझेर पाइला चाल
अझम्बरी माया, बिस्तारै पाउँलास्
अहिलेलाई चाहिँ रोक्दे यो खोजितलास
सम्हाल आफैलाई अब बच्चा छैनस्
बरु छाती भित्रै गुम्सिएर बस्

[Chorus: Yabesh Thapa]
नसोध् मलाई यो ठीक हो कि हैन (ठीक हो कि हैन)
खासमा मलाई पनि थाहा छैन (थाहा छैन)
नसुना मलाई तेरा वेदना (वेदना)
एक चोटीलाई सुन्न यता

[Verse 2: Zeroo with Yabesh]
म तँलाई सम्झाउदै थाकिसके
खुशी छु भनेर प्राय जस्तो ढाँटी रहन्थे
म पर्थे मख्ख हाँसी रहन्थे, मात्ति रहन्थे
तर तँ फस्थिस मायामा
उसले छोड थियो last मा तलाई साथि भन्दै
हो, म मान्छु उनि राम्री छिन अति
उसको त्यो मुस्कान हेरी थाम्नै नसक्ने
तँ फुस्रद को बेला उसकै नाम लिएर बस्ने
सुत्न दिएन मलाई नबस्न रातभरी मस्की, ayy
You might also like[Verse 3: Yabesh Thapa]
ए मुटु, सुनिदेन मेरो कुरा (मेरो कुरा)
नधुमि हिँडिराख् फेरि पर्लास भ्रममा
सोची-सम्झी मात्र गास्नु अर्कासँग मित्रता
ठट्टा गर्या होइन मैले फेरि रुई बस्नु पर्ला
अब, होला उसँग कुनै दिन भेट (भेट)
दिनहरू गन्दै उसको लागि गीत लेख (लेख)
यत्रो ठुलो संसारमा सब थरीथरी अनेक
धैर्य गर्न सिख्, पाउँछस् लाखौंहजारौंमा एक, yeah

[Verse 4: Zeroo with Yabesh]
तँ बसीराछस् लाखौंहजारौंको खोजीमा (खोजीमा)
सोचीराछस् heart to heart connection 4G मा (4G मा)
तँ सजिलै गर्छस् सबैलाई भरोसा
त्यसैले देखिराछु तँ मा insecurities को phobia
तँ जसलाई पनि आफ्नो साथी मान्छस्
त्यसैले (त्यसैले) उसले सोच्छ तँलाई साथी मात्र, ayy
मुटु जहिले नि नआत्ती राख्
तँ किन सोच्नु पर्यो उसको बारे आधि रातमा, ayy

[Chorus: Yabesh Thapa]
नसोध मलाई यो ठिक हो कि हैन (नसोध मलाई यो ठिक हो कि हैन)
खासमा मलाई पनि थाहा छैन (थाहा छैन)
नसुना मलाई तेरा वेदना (तेरा वेदना)
एक चोटीलाई सुन्न यताEmbed"
Yabesh Thapa,Mana ki raani,"2 ContributorsMana ki raani Lyrics[Verse 1]
हेरन बतासमा तिम्रो नाम
गुञ्जिरहेछ
हेरन बादलमा पनि तिम्रो मुहारको
तस्बिर रहेछ
आकाशका ताराहरू मा पनि
तिम्रो आँखाको चमक रहेछ
तिमीलाई देखेपछि यो पनि
मुटु घायल भएछ

[Verse 2]
तिम्रो त्यो मधुरो मुस्कान
ती ठूला ठूला आँखाहरू
यो बहकिरहने मनलाई
कसरी मा सम्हालु
मेरो सपनीमा मात्र हैन
बिपनी मा पनि
सधैं भरिलाई हौ न तिमी
मेरी मनकी रानीYou might also likeEmbed"
Yabesh Thapa,Jhari,"6 ContributorsJhari Lyrics[Intro]
समय सँगै
हिड्ने कोशिस
आफैलाई
चिन्ने कोशिस
भागीराछु, डर लाग्छ
कतै यो मन फेरि अल्झि लड्छ (अल्झि लड्छ)

[Verse 1]
यो झरी ओर्ली आकाशमा, घाम आएपछि
ती किरण महसुस गर्न मन छ (मन छ)
यो इन्द्रेणी आई आकाश खुसी भए जस्तै
मलाई नि मुस्कुराउन मन छ (मन छ)
यो चराचुरुङ्गी बतासमा खेलि हिँडे सरी
मलाई नि उडिरहन मन छ (मन छ)
यो क्षितिज माथि
यो संसार पारी
एक्लै बसि सास फेर्न मन छ (मन छ)

[Verse 2]
खोजी रहन्छु आफैलाई
यो भीड भित्र अल्झिरहेको छ कि मेरो
मन?
सोधीबस्छु आफैलाई
के यही नै होर
जीवन?
बर्खामा रुझिरहन्छु
फिक्का लाग्दैछ जिन्दगीका रंगहरू
कोरेका चित्रहरू सँगै
बगिगए भावनाहरू (भावनाहरू)
You might also like[Bridge]
अन्धकारमा झस्किएको मन
उज्यालो सम्झिदा मुस्कुराई दियो
पुराना दिन सम्झि यादहरु सँगाली
मनमनै एकान्तमा हिजो झै हाँसिदियो

[Verse 3]
यो अन्धकार गई, ज्योति चम्किए पछि
मलाई नि हाँसखेल गर्न मन छ
यो भौतारी हिँडेको आत्मा कसैसँगै आई
अँगालोमा बाधिरहन मन छ
तर भिझिहिँड्छु आज
छैन कोहि वरिपरी
यो आँशु सँगै बगिरहेछन्
थोप्पा थोप्पा झरीEmbed"
Yabesh Thapa,Bhawanaa,"3 ContributorsBhawanaa Lyrics[Verse 1]
साँचो माया केलाई भन्दो रहेछन्?
मलाई पनि देखाइ देऊन
माया पिरती कसरी लगाउछन्, हे?
मलाई पनि सिकाइ देऊन
मुटुमा परेको यो गाठो
फुकाउन साह्रै गाह्रो, खै किन?
मेरै सामुने त थियौ
तर पनि तिमीलाई भन्न सकिन्र

[Verse 2]
तिम्रै ति निला आँखामा म टोलाई बस्छु
मलाई मात्र थाहा छ, कसरी यो मुटु सम्हाल्छु
तिम्रो लजालु हेराइको नशालु इस्पर्सको
जादुमा उदीरन मन लाग्छ
हराउन त मन छ तर
तिमी भत्रै सधैं भरी
भनु भने तिमीलाई म कसरी?

[Verse 3]
निलो आकाशमा उद्ने रहर
त्यो बादल माथिको शहर
म लगुला तिमीलाई कुनै दिन
अन्तरिक्ष माथिका तारा
यो मेरो मुटु सारा
देखाउला तिमीलाई कुनै दिन
थाहै नदिकन यो मुटु
चोरी लगि सकेछौ, मेरो माया
भन्न त कहिले सकिन
तर बुझिदिनु है मेरो भावना
You might also like[Outro]
भावना मेरो, भावना मेरो
भावना मेरो, भावना मेरो, mmEmbed"
Monkey Temple Nepal,Timro Lagi,"1 ContributorTimro Lagi Lyrics[Verse 1]
तिम्रो आँखाको गहिराईमा मलाई डुब्न देऊ न
तिम्रो सपनामा कहिलेकाँही मलाई आउन देउ न
कति राख्छौ मनका कुरा, मनमै गुमसाई
भन न भन केही त भन न, नतड्पाउ मलाई

[Chorus]
तिम्रो लागि म सधैं हुनेछु
तिम्लाई साथ म सधैं दिनेछु
दिनु परे म ज्यानै दिउँला
तर तिम्रो इच्छा म पुर्याउने छु
तिम्रो लागि म सधैं हुनेछु
तिम्लाई साथ म सधैं दिनेछु
दिनु परे म ज्यानै दिउँला
तर तिम्रो इच्छा म पुर्याउने छु

[Verse 2]
हेर मेरो आँखामा, मेरो प्रतीक्षामा कुनै संकै छैन
बुझ मेरो भावनालाई, तिमी बिना मेरो भविष्य छैन
भो, भो, अब धेरै नसताउ मलाई
राखी राखेको छु मनमा सजाई तिमीलाई
के पाउनु छ र के गुमाउनु छ ?
मरी लाने केही हैन दिई हेर मौका

[Chorus]
तिम्रो लागि म सधैं हुनेछु
तिम्लाई साथ म सधैं दिनेछु
दिनु परे म ज्यानै दिउँला
तर तिम्रो इच्छा म पुर्याउने छु
तिम्रो लागि म सधैं हुनेछु
तिम्लाई साथ म सधैं दिनेछु
दिनु परे म ज्यानै दिउँला
तर तिम्रो इच्छा म पुर्याउने छु
You might also like[Chorus]
तिम्रो लागि म सधैं हुनेछु
तिम्लाई साथ म सधैं दिनेछु
दिनु परे म ज्यानै दिउँला
तर तिम्रो इच्छा म पुर्याउने छु
तिम्रो लागि म सधैं हुनेछु
तिम्लाई साथ म सधैं दिनेछु
दिनु परे म ज्यानै दिउँला
तर तिम्रो इच्छा म पुर्याउने छुEmbed"
Monkey Temple Nepal,Sangai Bachauna,"1 ContributorSangai Bachauna Lyrics[Verse 1]
आज फर्की हेर्दा म, धेरै नै पछि परेछु
जीवनको मोडमा म अड्की बसेछु
शून्यतामा अझै मलाई रमाउन देउ न
तिमी हाँस तर मलाई, नरुवाउ न

[Pre-Chorus]
मैले चाहेको दिन सक्छौ भने
मैले मागेको दिन सक्छौ भने

[Chorus]
तिमी आऊ न, ओ ओ ओ ओ
तिमी आऊ न
हामी सँगै बाँचौं न
हामी सँगै सँगै बाँचौं न
हामी सँगै सँगै

[Verse 2]
आज मेरै मृत्यु कतै मलाई नै पर्खदैछ
सम्झौता यो किन जब जीवन यो त्याग्नु नै छ
देखेको पाइन्न रे, लेखेको मात्रै किन?
सत्यलाई अंगले तर सत्य के हो
बुझ्नै सकिनँ
बुझ्नै सकिनँ

[Pre-Chorus]
जीवन त के हो र, सुस्केरा मै बाँचीदिउँला
मरिलानु के छ र, सम्झना यो साँचीदिउँला
You might also like[Chorus]
तिमी आऊ न, ओ ओ ओ ओ
तिमी आऊ न
हामी सँगै, बाँचौं न
हामी सँगै सँगै बाँचौं न
हामी सँगै सँगै बाँचौं न
हामी सँगै

[Pre-Chorus]
जीवन त के हो र, सुस्केरा मै बाँचीदिउँला
मरिलानु के छ र, सम्झना यो साँचीदिउँला

[Chorus]
तिमी आऊ न, ओ ओ ओ ओ
तिमी आऊ न
हामी सँगै, बाँचौं न
हामी सँगै सँगै बाँचौं न
हामी सँगै सँगै बाँचौं न
हामी सँगैEmbed"
Monkey Temple Nepal,Ajambari,"1 ContributorAjambari Lyrics[Pre-Chorus]
आशै आशमा तिमी बसेको छौ
मेरै मनको कुनै माझमा
सासै सासमा तिमी अल्झेको छौ
मेरै शब्दको परिभाषामा

[Chorus]
तिमी र म
सधैँ भरि
अजम्बरी, यस गीत सरि

[Verse]
बाचौला सधैँ, दुःख र सुखमा
पिरतीको मुहान सरि
हाँसौला सधैँ, यो मनै खोलेर
पिरतीको दोसाद भरि
हरेक पलमा
हरेक छन्दमा
तिमी बसेको छौ मन्द पवनमा
मेरो इच्छामा हरेक आकांक्षामा
तिमी बसेको छौ छातीको भित्तामा

[Chorus]
तिमी र म
सधैँ भरि
अजम्बरी,यस गीत सरि
तिमी र म
सधैँ भरि
अजम्बरी, झरी सरि
You might also like[Pre-Chorus]
आशै आशमा तिमी बसेको छौ
मेरै मनको कुनै माझमा
सासै सासमा तिमी अल्झेको छौ
मेरै शब्दको परिभाषामा

[Chorus]
तिमी र म
सधैँ भरि
अजम्बरी, यस गीत सरि
तिमी र म
सधैँ भरि
अजम्बरी, यस गीत सरि
तिमी र म
म र तिमी
तिमी र म
हु…

[Chorus]
तिमी र म
म र तिमी
सधैँ भरि
अजम्बरी
यस गीत सरि
यस गीत सरि
यस गीत सरि
यस गीत सरिEmbed"
Monkey Temple Nepal,Akasaima,"2 ContributorsAkasaima Lyrics[Verse 1]
आकाशैमा चील उड्यो, धर्तीमा छाया
गाँठो पारी बाँधिराख मेरै चोखो माया
आहै, रेशमको रुमालैमा
आहै, रेशमको रुमालैमा

[Verse 2]
बैँसमा समुद्र पनि तरूँतरूँ लाग्छ
फाँसी लागी झुण्डिएर मरूँमरूँ लाग्छ
आहै, तिम्रो त्यो कपालैमा
आहै, तिम्रो त्यो कपालैमा

[Verse 3]
माया-प्रीति लाएपछि दुनियाको के डर?
जीवनमा एकपल्ट नफस्ने को छ ?
आहै, मोहनी जन्जालैमा
आहै, मोहनी जन्जालैमा

[Verse 4]
कमिज पत्लु लगाउने नक्कले म ठिटा
घरज्वाइँहरुसँग बाँधी आउँला है फेटा
आहै, दौरा र सुरुवालैमा
आहै, दौरा र सुरुवालैमाYou might also likeEmbed"
Monkey Temple Nepal,Gahiro,"1 ContributorGahiro Lyrics[Verse 1]
गहिरो निलो त्यो सागर झैँ
विसाल अटल त्यो हिमाल झैँ
मेरो माया तिमीलाई नै
मेरो माया तिमीलाई नै

[Pre-Chorus]
सम्हाली राख न
संगाली राख न

[Chorus]
यो मनै त हो नि
यो मनै त हो नि
यो मनै त हो नि, यो—
यो माया नै त हो नि
यो माया नै त हो नि
यो माया नै त हो नि, यो—

[Verse 2]
सुरिलो सङ्गीत झैँ यो
अमर माया हाम्रो रहोस्
तिम्रो आँखामा मैले पाएँ
मनका ति भावनाहरूलाई

[Pre-Chorus]
अंगाली राख न
सम्हाली राख न
You might also like[Chorus]
यो मनै त हो नि
यो मनै त हो नि
यो मनै त हो नि, यो—
यो माया नै त हो नि
यो माया नै त हो नि
यो माया नै त हो नि, यो—

[Instrumental Break]

[Pre-Chorus]
सम्हाली राख न
संगाली राख न

[Chorus]
यो मनै त हो नि
यो मनै त हो नि
यो मनै त हो नि, यो—
यो माया नै त हो नि
यो माया नै त हो नि
यो माया नै त हो नि, यो—Embed"
Monkey Temple Nepal,Samaya,"1 ContributorSamaya Lyrics[Verse 1]
समय बितेको थाहै भएन
जीवनको यो वेग रोकिएन
गन्तव्य त्यहाँ एकै किनारमा
म माझमा पुगे कि ?

[Chorus]
घाम झुलेकेको थाहै भएन
अर्को दिनको पर्खाइमा
म त हिँडे, हिँडे
म त हिँडे, हिँडे

[Verse 2]
ज्ञान मात्र तिमीले सिक्ने छैनौ
केवल किताबको पानाबाट
परिवर्तन यो समयको
समयले सिकाउँछ जीवनको महत्व

[Chorus]
घाम झुलेकेको थाहै भएन
अर्को दिनको पर्खाइमा
म त हिँडे, हिँडे
म त हिँडे, हिँडे

[Verse 3]
साथीभाइ मेरा इष्टमित्र सबै
छरिएर बिरानो भएछन्
तर सधैं एउटा नयाँ उज्यालो लिई
जीवनको नयाँ मोडमा
परिवर्तन त केवल एउटै जीवनको भाग नै हो
सिमित रूप मै भएपनि तिमीले बुझ्ने छौ
यो जीवनको कुनै मोडमा
जीवनको कुनै मोडमा
You might also like[Chorus]
घाम झुलेकेको थाहै भएन
अर्को दिनको पर्खाइमा
म त हिँडे, हिँडे
म त हिँडे, हिँडेEmbed"
Monkey Temple Nepal,Acoustic #11 (Socheko),"1 ContributorAcoustic #11 (Socheko) Lyrics[Verse 1]
सोचेको गर्न गह्रो, मागेको पाउन
जीवनमा धेरै बाटोहरू, तर एउटै समाउन

[Chorus]
तिमी अन्तै जाने भए
तिमी अन्तै लाग्ने भए
तिमी अन्तै जाने भए
तिमी अन्तै लाग्ने भए
म पनि त संगै आउला
म पनि त संगै आउला

[Instrumental Break]

[Verse 2]
रोजेको पाउन गह्रो
पाएको अपनाउन
सक्दिन म आफ्नै प्रतिबिम्ब
प्रयत्न गरेर डुबाउन

[Chorus]
तिमी अन्तै जाने भए
तिमी अन्तै लाग्ने भए
तिमी अन्तै जाने भए
तिमी अन्तै लाग्ने भए
म पनि त संगै आउला
म पनि त संगै आउला
You might also like[Instrumental Break]

[Outro]
म पनि त संगै आउला
म पनि त संगै आउलाEmbed"
Monkey Temple Nepal,Hamro Geet,"2 ContributorsHamro Geet Lyrics[Verse 1]
मेरा मनका ति भावहरू सबैसँगै लय बनि गीत
भावनाको भाकासँगै मनको यो भेग बनि
आज धुनको सुरिलो संगत गाथा बनि
आयो आजको यो दिनमा मिठो यो गीत बनि

[Chorus]
समय सँगै आज संगित
सधैं साथ धुन हाम्रै आज यो
भोलि पनि यो गीत हाम्रो गुन्जी रहोस्, गीत हाम्रो

[Verse 2]
हरेक पाइलाहरू अघिसारी हात यो साथ बनि
सृजना सुरिलो संगीत स्नेहाको यो माझ बनि
आशा अझै पनि बाँकी छ समय यो साक्षी छ
मन भरी सय थरी भाव छ केवल एकै आश छ

[Chorus]
समय यो अनमोल आशाको आभष
मन छ यो निश्वर्थ
भोलि पनि यो गीत हाम्रो गुन्जी रहोस्, गीत हाम्रोYou might also likeEmbed"
Monkey Temple Nepal,Man Chade Maichyang lai,"1 ContributorMan Chade Maichyang lai Lyrics[Verse 1]
मन छाडे मैच्याँगलाई
अनि ज्यान पनि छाडे त्यसलाई
मन छाडे मैच्याँगलाई
अनि ज्यान पनि छाडे त्यसलाई
अब त मलाई मन छैन गाउँ छोडेर जाने
अब त मलाई मन छैन गाउँ छोडेर जाने

[Verse 2]
के भयो च्यांग्बालाई
धेरै जाँड खाएको जस्तो छ
के भयो च्यांग्बालाई
धेरै जाँड खाएको जस्तो छ
आप्पाले सोधे गाल पर्ला
चोखाको छाप जस्तै
आप्पाले सोधे गाल पर्ला
चोखाको छाप जस्तै

[Verse 3]
सानोमा सानो चित्तले
घर बार जागिर हुँदैन
खल्तीमा रित्तो राखेर
पत्यार मलाई लाग्दैन
सानोमा सानो चित्तले
घर बार जागिर हुँदैन
खल्तीमा रित्तो राखेर
पत्यार मलाई लाग्दैन
You might also like[Verse 4]
के भयो च्यांग्बालाई
धेरै जाँड खाएको जस्तो छ
के भयो च्यांग्बालाई
धेरै जाँड खाएको जस्तो छ
आप्पाले सोधे गाल पर्ला
चोखाको छाप जस्तै
आप्पाले सोधे गाल पर्ला
चोखाको छाप जस्तै

[Verse 5]
मन छाडे मैच्याँगलाई
अनि ज्यान पनि छाडे त्यसलाई
मन छाडे मैच्याँगलाई
अनि ज्यान पनि छाडे त्यसलाई
अब त मलाई मन छैन गाउँ छोडेर जाने
अब त मलाई मन छैन गाउँ छोडेर जानेEmbed"
Monkey Temple Nepal,Anumati,"1 ContributorAnumati Lyrics[Verse 1]
समय यदि अचल भइ दिए
केवल आभाशको लागि मेरो तृष्णा
स्वरुप अझैं मनमा छ मेरो
हासो मुटुमा छ मेरो

[Chorus]
के उत्तर छ तिमी सित जब उ
स्तब्ध हुन्छ, भन न
के उत्तर छ तिमी सित जब उ
स्तब्ध हुन्छ, भन न

[Verse 2]
समय अझैं बिते पनि
किन खड्किन्छ भन न
अनुहार बिर्सन गाह्रो भो
ती क्षणहरु अझैं झझल्कोमा

[Bridge]
आइरहेछन् मेरो समक्ष
किन आज, भन न
आइरहेछन् मेरो समक्ष
किन आज, भन न

[Chorus]
के उत्तर छ तिमी सित जब उ
स्तब्ध हुन्छ, भन न
के उत्तर छ तिमी सित जब उ
स्तब्ध हुन्छ, भन नYou might also likeEmbed"
