Artist,Song Title,Lyrics
Neetesh Jung Kunwar,Rebirth,"3 ContributorsRebirth Lyrics[Chorus: Neetesh Jung Kunwar]
You think I'm tired but I keep fighting
You think I'm faded but I keep shining
All these fony bitches do the dick riding
You know what fuck it, yeah
That's how I love it, yeah
You think I'm tired but I keep fighting
You think I'm faded but I keep shining
All these fony bitches do the dick riding
You know what fuck it, yeah
That's how I love it, yeah

[Verse 1: Neetesh Jung Kunwar]
2017 it all started for me
On the streets of K.T.M. I was lonely
Everybody thought I wasted my life
'Cause I didn't have a trophy, chick by my side
Never mind I was fine being a hustler
Homie wanted me to aid him as a smuggler
Had the balls to say no to drugs
Matter of fact I was raised but junkies and thugs, ah
Guess what? Music gave me hope
I was writing songs all alone
Shit they weren't dope
But I kept going on 'til I hit the charts
Singer, songwriter with a broken hearts (Ayt=y)
Now it's all good, I'm a rockstar
Underrated dead bodies in my box car
Ooh, get me out of the spotlight
So that I can live right
You might also like[Chorus: Neetesh Jung Kunwar]
You think I'm tired but I keep fighting (Keep fighting, yeah)
You think I'm faded but I keep shining (Keep shining)
All these fony bitches do the dick riding
You know what fuck it, yeah
That's how I love it, yeah
You think I'm tired but I keep fighting (Keep fighting, yeah)
You think I'm faded but I keep shining (Keep shining)
All these fony bitches do the dick riding
You know what fuck it, yeah
That's how I love it, yeah

[Verse 2: Uniq poet]
Always knew I was a diamond in the dirt, shit
Look at me now, boy I'm shining and it's worth it
They told me to find another purpose (Ayy)
But I'm following my heart
Not just rhyming in my verses (Aaha)
Ahh, ramen noodles for dinner tonight (Yup)
Sorry mama I ain't coming home (Not today)
I'm in the booth tryna do this right
They gonna love your boy
When they hear his fuckin' song (Damn right)
I put my fucking soul in it
No limit, won't quit it, no matter the weather
Prolific, no, I don't fidget it, I just grow with it
'Cause I never say never
Who you know that's better
Who you know, who can flow like this on a record, uh
I really hope you receiving this message
Even if I leave now I'm leaving the legend, was'up
[Refrain: Neetesh Jung Kunwar]
You think I'm tired but I keep fighting
You think I'm faded but I keep shining
All these fony bitches do the dick riding
You know what fuck it, yeah
That's how I love it, yeah

[Bridge: Neetesh Jung Kunwar]
I know you've got your words to put the blame on me
But my friend you had to show the holes
I couldn't see
I know you've got your words to put the blame on me
But my friend you had to show the holes I couldn't see

[Verse 3: Uniq Poet and Neetesh Jung Kunwar]
You think I'm tired but I keep fighting (Uh)
You think I'm faded but I keep shining
I keep grinding, I keep finding a better way to redesign
A moment of silence to all the haters (Hey)
Reminder: I've been the greatest
I don't even need to say this (Yup)
Spend a lotta of time underrated
But readily steadily dedicated (Yeah)
Either love it or hate it (Uh)
Been through worse, this the rebirth, ayo we made it (Was'up)
[Chorus: Neetesh Jung Kunwar]
You think I'm tired but I keep fighting
You think I'm faded but I keep shining
All these fony bitches do the dick riding
You know what fuck it, yeah
That's how I love it, yeah
You think I'm tired but I keep fighting (Fighting)
You think I'm faded but I keep shining (Shining)
All these fony bitches do the dick riding
You know what fuck it, yeah
That's how I love it, yeah1Embed"
Neetesh Jung Kunwar,I Fly Like An Eagle,"1 ContributorI Fly Like An Eagle Lyrics[Verse 1]
It's Friday night, and I'm out again
Forgettin' all about now and then
All my highs and lows, they're all burnt away
I'm on cloud nine, and now that's what I'm sayin'
Ooh, yeah

[Chorus]
95 on the highway
A bottle of J-D beside me
I will not be drinking and driving
But even if I do, hey, come on and stop me
I'ma break your rules and your orders
Whatever this heart says I do it
Improvising on my direction
Every shit I do is legal, tonight
Every shit I do is legal
And tonight I fly like an eagle

[Bridge]
Fuck it!

[Verse 2]
You know, this life is hard, you gotta live it easy
Escape from normality, and be crazy
Now what I'm sayin' might freak you out, darlin'
But just feel good when I sing it loud
Ooh, yeah
You might also like[Chorus]
95 on the highway
A bottle of JD beside me
I not be drinking and driving
But even if I do, hey, come on and stop me
I'ma break your rules and your orders
Whatever this guts says I do it
Improvising on my direction
Every shit I do is legal, tonight
Every shit I do is legal, oh, yeah
And tonight I fly like an eagle

[Break]
Lemme play this guitar

[Guitar Solo]

[Outro]
And tonight I fly like an eagle
And tonight every shit I do is legal
Oh, yeah
And tonight I fly like an eagleEmbed"
Neetesh Jung Kunwar,First Date (Pahilo Bhet),"3 ContributorsTranslationsRomanizationFirst Date (Pahilo Bhet) Lyrics[Verse 1]
आज पहिलो भेट उनीसंग
त्यसै दङ्ग पर्दै म फुर्किदै छु
हेर सोचिराछु उसकै बारेमा
भत्र भत्रै नै फुर्किदै छु
म प्रिती बस्यो त भन्दिन
तर साथी भन्दा चाही माथी लाग्यो
मलाई एउटै लाग्थ्यो सबै श्त्री लिङ्ग
तर उसको पारा चाही बेग्लै
सायद उसले पनि यस्तै सोच्दे हुन्थ्यो नि मेरो बारेमा
मग्न छ मन यो मित्र हेर गुनगुनाउदै छु

[Chorus]
आज मेरो first date
नेपालीमा भन्दा पहिलो भेट
Ooh ooh oh oh, आज मेरो first date

[Verse 2]
के गर्नु बानि यस्तै
Late भइदिएँ पहिले भेटैमा म
रिसाउँदै पर्खीराथी उनी भैसीपर्टीको गेटैमा
कान समातेर माफी मागे
अनि केही छैन भनि स्वंग परी
बस्म भनि उसले सोध्दा
पुरै फक्करीयो मनको फूलबारी
घुम्न गयौ हामी त्यो One Tree Hill भन्ने डाँडैमा
राती phone गर्ली आशा लिएर हिँड्दैछु
You might also like[Chorus]
आज मेरो first date
Ow, नेपालीमा भन्दा पहिलो भेट
Ooh ooh oh oh, आज मेरो first date
पहिलो भेटैमा भइदिएँ late

[Guitar Solo]

[Verse 3]
Love भन्ने परेकै हो मेरो पनि दुई-तीन चोटी
तीन, चार गल्ती भयो होला माफी गर त्तेतीस कोटी
देउटा छोइ भन्छु तिमी जस्तो कोही भेटाएको छैन
भेजा हैन म नि कुरा मात्र मिला हैन
तिमी भटे आज मैले साथी भटे जस्तो लाग्यो
साँचो कुरा गर्छु हेर तिमी लास्टै सही लाग्यो
चिन्ता नगर हामी भेट्ने छौं चाँढैनै
तिमीले पनि मलाई मनपराको छौ नि, हो कि नाई?
आज सारै नै रमाइलो लागेको छ हेर मलाई
Bike रोकी चुरोट सल्काउँ भनेको त साथी हेर बिर्सिएछु बोक्न सलाई

[Break]
काँ पुगे म?

[Bridge]
त्यही नि याद आउँछ यो दिन
भविष्यमा जहाँ पुगे नि
गाउँने छु तिम्रो लागि गीत म
स्वर जति सुकेनी
भेट्न आको म धन्यवाद
Sorry, माफ गर हल्का ढिलो भो
""Bye,"" भनि तिमीले अंगाल्दा
Gym गर्या छाती नि गीलो भो
खै के के बोलीराछु मलाई नि हेर थाहा छैन
Phone गर्छु त भन्यौ तिमीले
तर message जाबो नि आछैन
[Chorus]
आज मेरो first date
Ow, नेपालीमा भन्दा पहिलो भेट
Ooh ooh oh oh, आज मेरो first date
नेपालीमा भन्दा पहिलो भेट

[Outro]
कहिले होल हाम्रो पहिलो mate?Embed"
Neetesh Jung Kunwar,Sath Sadhaiko,"1 ContributorTranslationsRomanizationSath Sadhaiko Lyrics[Lyrics for ""Sath Sadhaiko"" in Nepali]

[Intro]
Oh-oh, alright, ooh-oh
Ayy, केटा, थोप्डा किन कुच्चाको?
किन एक्कासी गहिरो सोचमा फस्या छस्?
माथी कैशीमा मस्ती-मजाक चालु छ
तर तँ किन biscuit जस्तै ओस्या छस्?

[Chrous]
अब आइदेन ज्यादा भाऊ नखाइदेन, ह-ह-ह
तँ बिना केइ संग मेरो कुरै मिल्दैन
अब ल्याङ नहान-न

[Verse 1]
शब्द त धेरै छ यो मनमा, कसरी भनु भन न?
खै मेरो कुरा कहिले सुन्ने होइन तैले
जहिले नि आफ्नै सुरमा हुन्छस्
खै मेरो पिडा बुझ्छस् र तैले, साला?
के चै गर्नु पर्यो मैले अब हेर
यो घट्ना धेरै आगाडीको हो
धेरै बेर लागाए भन्न अब अत्ति भो
केही गर्छु भनी घरमा हल्का पैसा मागे
जुन गाली-मजाक-मस्ती सबै मैले त्यागे
मुला, त्यही बेला share कुराको ल्यायो एउटा मोरोले
फाइदा आउने जोशमा सबै खनाइदियो छोरोले
कहाँबाट आउनु त्यसका बाजे सबै नास
अब बाउले मार छ, आमा रुन्छे
जीवन मेरो सर्वनास (सर्वनास)
You might also like[Bridge]
सुन केटा, हालत तेरो नाजुक छ
अघि बढ्नलाई गल्तीदे नै सिकाउछ
अब नरोँ तँ, साथी तेरो जीउँदै छ
तरो दुःखलाई आफ्नै सम्झी पिउँदै छ

[Chrous]
अब आइदेन ज्यादा भाऊ नखाइदेन, ह-ह-ह
तँ बिना केइ संग मेरो कुरै मिल्दैन
अब र्याग नहान-न

[Verse 2]
आज पनि हेर त मेरो कुरा सुनी उडाइदे
अब इस् बन्छ मोरो तँलाई खानु छैन रिश
म पिडीत छु अहिले तर हार मानेको हैन
त्यसैले छाडी गइ, त्यही पनि रुने बानी छैन
मेरो point चँही के हो भने सोध छस् भने
तँ ओसाउडे, हावा, डुखु लन्ठरे
तैले अघि देखि बसि मेरो दुःख सुनिदेकोमा thanks भन्छु यार तँलाई
मलाई बुझ्देकोमा अब जाम हिँड् माथी खोजु नयाँ साथी
हामी भोलि बिर्सने हो के भयो आज राती
उमेरमा नगरे, नछोडे, नलडे, गरिन्छ, मरिन्छ, बाँचिन्छ डरले
अत्ती नै भो के गर्छस् मेरो साथी, huh?

[Outro]
जिन्दगीको छैन हृदयको
हामी नरहेनी नी
यो साथ सधैंको
यो साथ, साथ सधैंको
Oh, यो साथ, साथ सधैंकोEmbed"
Neetesh Jung Kunwar,Barha Barse Thito (12 Barse Thito),"3 ContributorsBarha Barse Thito (12 Barse Thito) Lyrics[Verse 1]
कहाँ गए जिन्दगीका सुनौला पल
लौन बदलियो माहोल दाजै
मै बुढो भको होकी, खै?
सोची बस्छु दिनरातै अचेल
मध्यान्ह हुन्छ घर पुग्दा
सिरक ओड्दा १२ नै छुन्छ घडीले
सबेरै जान पर्यो काममा
मरी गएनी बुजदिनन् धनकी परिले
हो, याद आउछ त्यो भिजेको माटोको बास्ना
लुकामारी, गुच्चा अनि रुमाल लुकाई
गारो छ दिदि आहिले पाँच सेकेन्ड हाँस्न
गाउँछु है गीत मेरो, चित्त दुखाई

[Chorus]
सुन, म पनि थिए १२ बर्से ठिटो
सुक्को जाने तितौरा नि कति मिठो
भरिपूर्ण समय, खल्ती भने रित्तो
सक्किए ति दिन हेर कति छिटो

[Verse 2]
आहै, सडकमा फुटबल अनि बागमतीमा पौडि
धन्न कसो मारिएन गाँठे
याद आउँछ जब मेरो Math मिसलाई मैले कस्तो crazily मनपराथेँ
G बाट guitar, मेरो पहिलो chord नि G नै
G मा नै अड्कियो सोल्टी, लाज छैन मलाई
मिल्दै र बिछोडीदै हुर्किएका टोली कहाँ पुगे होलान
भनी याद गर्छु सबलाई सारै, एक्लो छु आज
हल्का पिउँदै पनि
हम्म, कोहि जिउन देउ मलाई एकछिन
अल्लारे बनि
You might also like[Chorus]
अहम्, म पनि थिए १२ बर्से ठिटो
भुटिमाम र अचार पनि कति मिठो
भरिपूर्ण समय, खल्ती भने रित्तो
सक्किए ती दिन हेर कति छिटो

[Bridge]
तलब गन्दा गन्दै बित्ने भयो मेरो जुनी
हप्तानि पुग्दैन यहाँ के गर्ने कुन्नी
दिन बित्यो मोवाइलमा तल-माथी गर्दै
सड्कियो घाँटी, अब हाँस्ने कि रुने?

[Chorus]
लौन, म पनि थिए १२ बर्से ठिटो
भुटिमाम र अचार पनि कति मिठो
भरिपूर्ण समय, खल्ती भने रित्तो
सक्किए ति दिन हेर कति छिटोEmbed"
Dibesh Pokharel,Nyano Ghar,"3 ContributorsNyano Ghar Lyrics[Verse 1]
लाएको माया भुलाउन गाह्रो छ
थाहा होला तिमीलाई नै
चाहन्छु म धेरै तिमीलाई
हिजो झै भोली पनि त्यसरी नै
बित्यो केहि समय हामी टाढिएको
तर याद बनेछ अझै

[Chorus]
बिहानीको किरण झै
उदाउ मेरो जीवनमा
साँचेर रख्ने छु तिमीलाई
अनौठो यो मुटुमा तिमीलाई नै

[Verse 2]
उडिदेउ पन्छी झै खुल्ला आकाशमा
म बन्छु तिम्रो न्यानो घर
फूली देउ फूल झै आफ्नै बारीमा
तिमी मेरो म तिम्रो घर
जीवनको रङ्ग झै छाउ संसारमा
बनौंला हामी आफ्नै शहर

[Chorus]
बिहानीको किरण झै
उदाउ मेरो जीवनमा
साँचेर रख्ने छु तिमीलाई
अनौठो यो मुटुमा तिमीलाई नै
You might also like[Chorus]
बिहानीको किरण झै
उदाउ मेरो जीवनमा
साँचेर रख्ने छु तिमीलाई
अनौठो यो मुटुमा तिमीलाई नै

[Outro]
तिमीलाई नै, तिमीलाई नैEmbed"
Dibesh Pokharel,Save Me Now,"4 ContributorsSave Me Now Lyrics[Verse 1]
I been chasin' the feeling, wanderin' alone
Tryna find the meaning, and a place to belong
Happiness is a dream
But I can't fall asleep

[Chorus]
Lately, I feel like I need some saving
Answers to the prayers I’ve been prayin'
A sign that the lost will be found (Whoa, oh)
I was fallin' by the wayside
Sinkin' deep into the high tide
'Til you came and threw your lifeline (Whoa, oh)
Piece together what was broken
Helplessly as I was hopin' for you
You, to save me now
Whoa, whoa, oh
Whoa, whoa, oh

[Verse 2]
You made me see things that I never knew
Before I was blistered, and broken in two
Happiness is a dream
But I can’t fall asleep

[Chorus]
Lately, I feel like I need some saving
Answers to the prayers I’ve been prayin'
A sign that the lost will be found (Whoa, oh)
I was fallin' by the wayside
Sinkin' deep into the high tide
'Til you came and threw your lifeline (Whoa, oh)
Piece together what was broken
Helplessly as I was hopin' for you
You, to save me now
Whoa, whoa, oh
Whoa, whoa, oh
You might also like[Bridge]
Whoa, whoa, oh

[Chorus]
So lately, I feel like I need some saving
Answers to the prayers I’ve been prayin'
A sign that the lost will be found (Whoa, whoa)
I was fallin' by the wayside
Sinkin' deep into the high tide
Til you came and threw  your lifeline (Whoa, oh)
Piece together what was broken
Helplessly as I was hopin' for you
You, to save me now
Whoa, whoa, oh
Whoa, whoa, ohEmbed"
Dibesh Pokharel,Same Old Town,"1 ContributorSame Old Town Lyrics[Verse 1]
I'm the lone traveler
On the road from town to town
My sweet girl out along the landmarks
There's one thing for sure
That I won't be here for long
When the moon is out you can hear me howl

[Verse 2]
I been walking the desert
Miles and miles in burning heat
My feet, they are tired but I won't quit
There's one thing for sure
That I ain't giving up
Until I find my way home to your sweet love

[Chorus]
If you're ever along to pass me by
I'll be there to be found
Right where we met
In the same old town

[Verse 3]
I hope I'll find a ship to sail
Across the seven seas
Hope I'll find the treasures I have been [?]
Along in [?] the world [?]
Guess I'll keep sailing around
'Till I meet you there in the same old town
You might also like[Chorus]
If you're ever along to pass me by
I'll be there to be found
Right where we met
In the same old town
Right where we met
In the same old townEmbed"
Dibesh Pokharel,Pralaya ‘A’,"3 ContributorsPralaya ‘A’ Lyrics[Verse 1]
कता तिरा बग्दै छौ हावामा तिमी फर्की नहेरीकन?
ओराली-उकाली गर्दै, तर लिएर चोट भरिएको मन
जिन्दगी छ अनौठो, त्यही नि, तर जिवनमा छन धेरै रङ्ग

[Chorus]
मनमा लाग्यो तिम्रो तिर
तर मायाले नै दिदो रैछ पिर

[Verse 2]
सूर्यझै उडाउ, जुन्न झै चम्किउ सबको समू छाउ
के नै छर जिन्दगी? दुइ दिनको हाँसो
तिमी समय कै धुन मा रमाउ
समझना को धुन गुनगुनाउ तिमी
अनि सम्झना कै धुन मा रमाउ

[Chorus]
तर मनमा लाग्यो तिम्रो तिर
तर मायाले नै दिदो रैछ पिर
तर मनमा लाग्यो तिम्रो तिर
तर मायाले नै दिदो रैछ पिर

[Bridge]
लेखेको त पाइन्छ नै, तर सोचेको गर्न गाह्रो किन?
मानिसको जीवन हाँसो, तर त्यो रुन्छ किन?
लेखेको त पाइन्छ नै, तर सोचेको गर्न गाह्रो किन?
मानिसको जीवन हाँसो, तर त्यो रुन्छ किन?
You might also like[Chorus]
तर मनमा लाग्यो तिम्रो तिर
तर मायाले नै दिदो रैछ पिर
तर मनमा लाग्यो तिम्रो तिर
तर मायाले नै दिदो रैछ पिरEmbed"
Dibesh Pokharel,Jalai Mai,"2 ContributorsJalai Mai Lyrics[Verse 1]
सधै भरी को हैन यो जुनि
केही समयको जिवन सैलि
पाए पनि हुन्छ है गाह्रो
नपाए नि नहुनि
रात बित्यो सोचमा दुबि
दिन गयो डाडा पारि
मन मेरो तिमी प्रति
ज्यान भने समुन्द्र परी

[Chorus]
परे है म जालै मै
परे है म जालै मै

[Verse 2]
फेरी कतै उठ्यो कि तिम्रो मनमा
प्रशङ को ति प्रश्नहरु
लक्षय एउटै नभए पनि
बाटो संगै हिडौ बरु
हराएको यात्रीलाई
पर्दैन गन्तब्य को पर्वा
कतै हार खयौ भने
बस तिमी मेरै भर मा

[Chorus]
पार्यौ है म जालै मै
पार्यौ है म जालै मै
You might also like[Verse 3]
केही दुइ शब्द बोल माया को
जिवन त यसै जान्छ
अन्धकार नै छायाँ हो
छायाँ हो, छायाँ हो
घम ढल्यो साँझ को बेला
डाडा डाक्यो छ है सित ले
बसे छु म बितेको याद मा
मनै छुने तिम्रो याद ले
फर्की आउछु तिमी तिरै
रमाइलो याद बोकि
यदि तिमीलाई बिर्सिए भने
आफै लाई बिर्सेने हो कि!

[Chorus]
परे है म जालै मै
परे है म जालै मै
परे है म जालै मै
परे है म जालै मैEmbed"
Dibesh Pokharel,To be mine,"1 ContributorTo be mine LyricsDon't worry child
You'll find your ways
Go down to the river
Waste a day
Under the sun
Well, Your lovers are
So far away
Left you with the morning sun
If you don't find a place to hide
You better run

Cause, Everything feels alright
When she's next to me by my side
I'm happy as much as, to be alive
Cause, darling you're the one I find
To be mine
Darling you're the one I find
To be mine
Darling you're the one I find

Sally's gone
Gone for good
Yea, She left you hanging on
She didn't say a word
For seven long years
Found out
She was on the run
She said, she is doing fine
Her mama's coming home
For this year, to stay
Her papa's still busting his back
Waiting for his love
Weeping the sweet tears
You might also likeEverything is alright
When you're next to me by my side
I'm happy as much as, to be alive
Cause darling you're the one I find
To be mine
Darling you're the one I find
To be mine
Darling you're the one I find
To be mine
Darling you're the one I find
To be mine

Fare thee well, to you old Marie
Sit back to watch the birds fly
Sun down behind the great hills
My eyes are stuck on the sky
As the night falls, deep in our eyes
Listen to the tune of the night
Trees are shaking
The wind is blowing high
Your dreams of the northern skies
One for you
One for this life
& One for the love of my life

Everything feels alright
When you're next to me by my side
I'm happy as much as, to be alive
Cause darling you're the one I find
To be mine
Cause you're the one I find
To be mine
Darling you're the one I find
To be mineEmbed"
Dibesh Pokharel,Samundra Paari,"2 ContributorsSamundra Paari Lyrics[Verse 1]
सुर्यलाई हेर अस्ताउदै छ है सुनौलो साझैमा
त्यो जूनलाई हेर चम्किदै छ है अध्यारो रातैमा
सपना बोकी आए समुन्द्र पारी म सुनको आशैमा

[Chorus]
मन मायाले भर न
आशाको चित्र कोर न

[Verse 2]
रातो र निलो रंगमा फर्फराउछ ती चन्द्र र सुर्य
चारैतिर बेरिएको हिमाल मैले कसरी भुलाउने
देखे है हरियाली देखि मरुभुमी प्रकृतिमै भुले

[Chorus]
मन मायाले भर न
आशाको चित्र कोर न
यो मन मायाले भर न
आशाको चित्र कोर न

[Verse 3]
छोडिआए आफन्त र साथीभाई यो नौलो ठाउमा
टाढिए म जन्मभुमी बाट, हराए नयाँ समाजमा
आशा छ तिमी मसँग सदा होस, चाहेको साथ

[Chorus]
मन मायाले भर न
आशाको चित्र कोर न
यो मन मायाले भर न
आशाको चित्र कोर नYou might also likeEmbed"
Dibesh Pokharel,These Walls (Acoustic),"1 ContributorThese Walls (Acoustic) Lyrics[Verse 1]
Run away cause you’re good at it love
I’ll be howling here in the morning
You came around just to break my heart
Though you’ve always been so resorted
For every word I want to say
Can you lend me your ears?
When you need a hand to hold
I’ll be there for you without a fear

[Chorus]
Sun comes up, it goes down
Stars all they shine for you
If you could only say those words
I’ll tear these walls that are blinding you

[Verse 2]
Fields of rose are turning red
Though I departed from, picking it up
If you are willing we could dig for
What we need, till we find it up
Pay no mind to whatеver they said
Despitе how they feed your mind
They only care for their own good
Leaving you out there, patronizing
You might also like[Chorus]
Sun comes up, it goes down
Stars all they shine for you
If you could only say those words
I’ll tear these walls that are blinding you

[Verse 3]
You can be my last mistake
That I keep on repeating
Even if you just be a mistake
I’ll embrace it for that I made it
When our eyes meet, I could tell
There’s a love that’s never been shared
Don’t you be so afraid my love
Cause the feelings you betray
Are never gonna be yours again

[Chorus]
Sun comes up, it goes down
Stars all they shine for you
If you could only say those words
I’ll tear these walls that are blinding youEmbed"
Dibesh Pokharel,Karnali (The River),"3 ContributorsKarnali (The River) Lyrics[Verse 1]
के नै पायौ तिमीले अन्धकारलाई अपनाएर
मनमा भाको कुराहरु सबै मनभित्रै राखेर
हरायौ आफैमा तिमी, कसलाई खोजी राको छौ?
बिन्ती छ जीवन खेर नफाल, अमुल्य यो समय भो

[Chorus]
सबैको साथ तिमी मेरो मुटुको फुल
जीवन नै साची छ चाहन्न तिमीलाई भुल्न

[Verse 2]
बित्यो है तिम्रो बाल्यकाल आगनीमा खेलेर
जवानी जती मायालाई मायामा नै मरेर
घाउ छ गहिरो बग्यो कर्णाली बेदनाको
देखाउ तिम्रा ब्यथा यसै नी माया त धेरैले लग्यो

[Chorus]
सबैको साथ तिमी मेरो मुटुको फुल
जीवन नै साची छ चाहन्न तिमीलाई भुल्न

[Verse 3]
भन्दै थियौ हिजोको दिन केही समय भो आफैबाट टाढा भएको
जब ती यादहरु आउछन हावा झै, सब क्रोध जती सही भो
यि गोडा हातहरु स्थिर छन यिनका आफ्नै चालमा
राख तिम्रो हात मेरोमा नाचौ हामी आफ्नै तालमा
You might also like[Chorus]
सबैको साथ तिमी मेरो मुटुको फुल
जीवन नै साची छ चाहन्न तिमिलाई भुल्नEmbed"
Ram Krishna Dhakal,Orali Lageko,"2 ContributorsOrali Lageko Lyricsओराली लागेको, हरिणको चाल भो।
बाचुन्जेल सम्मपनि मरेकै हाल भो।
छल गर्यो मायाले, छल गर्यो मायाले।
ओराली लागेको, हरिणको चाल भो।
बाचुन्जेल सम्मपनि मरेकै हाल भो।
छल गर्यो मायाले, छल गर्यो मायाले।
मुहारै राम्रो शिरिष जस्तो, जुनतारा हार खाको।
त्यो जोडी देख्दा, सबैले भन्थे, इश्वरकै वर पाको।
मुहारै राम्रो शिरिष जस्तो, जुनतारा हार खाको।
त्यो जोडी देख्दा, सबैले भन्थे, इश्वरकै वर पाको।
माया त रैछ धारिलो छुरा, रेटिनै पर्यो नि
रेटिनै पर्यो नि
बासै उठाउने, कस्तो यो खेल भो?
जीवनमा धेरै-धेरै, धेरै नै झेल भो।
छल गर्यो मायाले, छल गर्यो मायाले।
छल गर्यो मायाले, छल गर्यो मायाले।
सबैको देख्छु हासी र खुशी, सिखर को बाटो मा।
आफ्नो त बरै भाग्य नै फाट्यो मायाकै फाटोमा।
सबैको देख्छु हासी र खुशी, सिखर को बाटो मा।
आफ्नो त बरै भाग्य नै फाट्यो मायाकै फाटोमा।
दुइ-चार दिनको त्यो मृगतृष्णा, क देख्नु पर्यो नि ।
दुइ-चार दिनको त्यो मृगतृष्णा, क देख्नु पर्यो नि ।
झिरै मा उनेको माछी झैँ हाल भो।
जिन्दगी देखि अब, खुशी नै पार भो।
छल गर्यो मायाले, छल गर्यो मायाले।
छल गर्यो मायाले, छल गर्यो मायाले।
ओराली लागेको, हरिणको चाल भो।
बाचुन्जेल सम्मपनि मरेकै हाल भो।
छल गर्यो मायाले, छल गर्यो मायाले।
छल गर्यो मायाले, छल गर्यो मायाले।
छल गर्यो मायाले, छल गर्यो मायाले।
छल गर्यो मायाले, छल गर्यो मायाले।
छल गर्यो मायाले, छल गर्यो मायाले।You might also likeEmbed"
Ram Krishna Dhakal,Jaaga Lamka Chamka,"3 ContributorsJaaga Lamka Chamka Lyricsजाग, लम्क, चम्क हे नौजवान हो
आफ्नै ढङ्गले, नयाँ रङ्गले, देश शृङ्गारन यो
जाग, लम्क, चम्क हे नौजवान हो (नौजवान हो)
आफ्नै ढङ्गले, नयाँ रङ्गले, देश शृङ्गारन यो
जाग, लम्क, चम्क हे नौजवान हो
काँधमा काँध जोडी, विघ्नको पहाड फोडी
काँधमा काँध जोडी, विघ्नको पहाड फोडी
रक्त पसिना बगाई, तन मन धन लगाई
रक्त पसिना बगाई, तन मन धन लगाई
निर्माणको बेला छ है यो (छ है यो)
आफ्नै ढङ्गले, नयाँ रङ्गले, देश शृङ्गारन यो
जाग, लम्क, चम्क हे नौजवान हो (नौजवान हो)
आफ्नै ढङ्गले, नयाँ रङ्गले, देश शृङ्गारन यो
जाग लम्क चम्क हे नौजवान हो
घाम पानी नभनी, आँधी बाढी नगनी
घाम पानी नभनी, आँधी बाढी नगनी
दिलै देखि जमजमाइ, स्नेहको धार बगाई
दिलै देखि जमजमाइ, स्नेहको धार बगाई
कर्मलाई धर्म मानी हो (मानी हो)
आफ्नै ढङ्गले, नयाँ रङ्गले, देश शृङ्गारन यो
जाग, लम्क, चम्क हे नौजवान हो (नौजवान हो)
आफ्नै ढङ्गले, नयाँ रङ्गले, देश शृङ्गारन यो
जाग, लम्क, चम्क हे नौजवान होYou might also likeEmbed"
Ram Krishna Dhakal,Ma Huri Ma,"1 ContributorMa Huri Ma Lyrics[Chorus]
म हुरीमा दियो जलेको देख्छु
म हुरीमा दियो जलेको देख्छु
पानीमा आगो बलेको देख्छु
म पागल भएँ कि यहाँ, हिमान हरायो
मायाले माया नै छलेको देख्छु
म हुरीमा दियो जलेको देख्छु

[Verse 1]
मुना मरेकी मदनका कुरा
यहाँ साँचो पिरती सबै अधुरा
हो, मुना मरेकी मदनका कुरा
यहाँ साँचो पिरती सबै अधुरा
एउटाको सिन्दुर अर्कैको चुरा
मुखैमा राम-राम कोखैमा छुरा

[Chorus]
म आगोमा प्रह्लाद जलेको देख्छु
पूर्वैमा सुर्य ढलेको देख्छु
म पागल भएँ कि यहाँ, हिमान हरायो
सीताले राम नै छलेको देख्छु
म हुरीमा दियो जलेको देख्छु

[Verse 2]
मनभित्र मान्छे खै पस्छ कसरी?
मुटुभित्रै छ भन्छन् खै बस्छ कसरी?
हो, मनभित्र मान्छे खै पस्छ कसरी?
मुटुभित्रै छ भन्छन् खै बस्छ कसरी?
आफै बसेको त्यो कोमल मुटुमा
धारिलो छुरा खै धस्छ कसरी?
You might also like[Chorus]
म त्रिशूली उल्टो बगेको देख्छु
ईश्वरको शक्ति डगेको देख्छु
म पागल भएँकि यहाँ, हिमान हरायो
आमाले सन्तान ठगेको देख्छु
म हुरीमा दियो जलेको देख्छु
पानीमा आगो बलेको देख्छु
म पागल भएँ कि यहाँ, हिमान हरायो
मायाले माया नै छलेको देख्छु
म हुरीमा दियो जलेको देख्छुEmbed"
